,Doc Title,Len_char,Len_word,Output,Sent
4995,Adapting to Climate Change in Coastal Communities In Canada White Paper,9846.0,1262.0,"['Data gather programs', 'Scenario plan t', 'Data gather partnerships', 'Data gather partnerships programs', 'Data gather partnerships programs engagement', 'Data gather partnerships programs engagement committees', 'Data gather partnerships programs engagement committees statements', 'Data gather engagement', 'Data gather engagement committees', 'Data gather engagement committees statements', 'Data gather engagement committees statements mapping', 'Data gather engagement committees statements mapping committees', 'Data gather committees', 'Data gather committees', 'Data gather committees partnerships', 'Data gather engagement', 'Data gather committees', 'Data gather committees partnerships', 'Data gather committees partnerships plan', 'Data gather committees', 'Data gather committees partnerships', 'Buffers use setbacks', 'Buffers use setbacksLand use setbacks', 'Data gather committees', 'Data gather committees guideance', 'Data gather committees guideance programs', 'land use conversion', 'Data gather plan', 'Data gather Education', 'Data gather Education guidance', 'Data gather plan', 'retreat manage abandonment', 'retreat manage abandonment easements', 'Data gather programs', 'plan use conversion', 'plan use conversion trust', 'plan use conversion trust easements', 'plan use conversion trust easements easements', 'plan use conversion trust easements easementsland use conversion', 'plan use conversion trust easements easementsland use conversion trust', 'plan use conversion trust easements easementsland use conversion trust easements', 'plan use conversion trust easements easementsland use conversion trust easements easements']","1 LAND USE PLANNING TOOLS PREREQUISITES 

7 

Land Use Planning Tools Applicable for Coastal 

Other tools that are required before implementing

Other tools that are beneficial for supporting implementation

Community engagement, visioning, scenario planning, data gathering and mapping
Partnerships

Education programs, visioning, scenario planning, data gathering and mapping
Data gathering and mapping
Partnerships, education programs, community engagement 
Partnerships, community engagement
Partnerships, local committees
Partnerships, local committees

Provincial policy statements, local committee, scenario planning 
Education programs, visioning, community asset mapping, scenario planning, 
regional plan
Education programs, visioning, community asset mapping, scenario planning, 
regional plan
Provincial policy statements, education programs, community engagement, 
visioning, scenario planning
Education programs, community engagement, visioning, community asset mapping, 
scenario planning
Education programs, community engagement, visioning, community asset mapping, 
scenario planning
Education programs, visioning, community asset mapping, scenario planning, 
statutory community plan
Community engagement, education programs, visioning, community asset mapping, 
scenario planning
Education programs, community engagement, visioning, scenario planning, statutory 
community plan, secondary community plan, guidance, action, or management 
plans, wetland policy, wetland regulations, zoning, subdivision by‐law or regulations
Community engagement, education programs, visioning, community asset mapping, 
subdivision by‐law
Data gathering and mapping, partnerships, guidance, action, and management plans, 
local committees , community engagement, education programs, development 
agreements, transfer development credits, land use conversion & redevelopment, 
managed retreat and managed abandonment
Statutory municipal plan, regional plan, community engagement

Climate Change Adaptation 
Provincial policy statements or statements of interest
Partnerships
Education programs
Local committees
Community engagement
Community asset mapping
Visualization
Scenario planning

 

a
t
a
D

 

 

&
g
n
i
r
e
h
t
a
g

i

g
n
p
p
a
m

Hazard and risk mapping
Vulnerability assessment
Floodplain mapping
Land classification mapping

Emergency preparedness and/or management plan

Statutory community plan (municipal planning 
strategy, municipal plan, official plan, regional plan)
Secondary plan or area plan

Regional plan (non‐statutory), land use policy, land use 
plan

Community engagement 
Data gathering and mapping 
Data gathering and mapping
Data gathering and mapping

Partnerships, data gathering and mapping
Data gathering & mapping, partnerships, education programs, community 
engagement
Data gathering & mapping, community engagement, local committees, 
provincial policy statements
Data gathering & mapping, community engagement, local committees, 
provincial policy statements
Partnerships, data gathering & mapping, local committees

l

s
n
a
p
 
t
n
e
m
e
g
a
n
a
m
d
n
a
 
,

 

n
o
i
t
c
a
 
,
e
c
n
a
d
u
G

i

e
v
i
t
n
e
c
n

I

Integrated community sustainability plan

Data gathering & mapping, local committees, partnerships

Climate change action/adaptation plan

Shoreline/coastal management plan

Watershed management plan

Data gathering & mapping, local committees, partnerships
Data gathering & mapping, community engagement, local committees, 
partnerships
Data gathering & mapping, local committees, partnerships, regional plan

Stormwater management plan

Partnerships,  data gathering & mapping

Strategic land acquisition (land bank)

Data gathering & mapping, local committees, partnerships

Statutory community plan or secondary community plan, land use zoning and 
bylaws, subdivision by‐law or regulations

Data gathering & mapping, local committees, partnerships, education 
programs

Tax incentive
Density Bonusing
Development incentive

Wetland policy

Wetland regulations

Land use zoning
Overlay zoning
Hazard zoning
Performance zoning (PUD)
Conservation/protection zoning
Temporal zoning
Down zoning
Retreating/migrating setbacks
Fixed setbacks
Horizontal (lateral)
Elevation (vertical)
Buffers
Land use type setbacks

i

g
n
n
o
Z

s
k
c
a
b
t
e
S

Data gathering & mapping, local committees, partnerships,  statutory 
municipal plan or secondary community plan

Regional plan, guideance, action, and management plans, education programs, 
community engagement

Statutory community plan or secondary community plan, data gathering and 
mapping, local committee

Education programs, scenario planning, guidance, action, and management plans, 
regional plan, development agreements, transfer development credits, land use 
conversion & redevelopment, variances, waiver, managed retreat and managed 
abandonment

Statutory community plan or secondary community plan, zoning and/or 
subdivision by‐law or regulations

Education programs, scenario planning, guidance, action, and management plans, 
regional plan,  wetland policy, wetland regulations, development agreements, 
transfer of development credits, variances, waiver

Variances

Waiver

Land trust

Subdivision by‐law or regulations

Statutory community plan

Development standards

Development agreements

Data gathering and mapping, statutory community plan or secondary 
community plan

Statutory community plan or secondary community plan,  community 
engagement

Transfer of development credits 

Statutory community plan

Land swap

Partnerships, education programs, data gathering & mapping

Land use conversion & re‐development

Statutory community plan or secondary community plan, zoning, municipal 
guiding document/plan

Data gathering and mapping, statutory community plan or secondary 
community plan

Education programs, scenario planning, guidance, action, and management plans, 
regional plan,  incentives, wetland policy, wetland regulations, development 
agreements, transfer of development credits, variances, waiver, urban design 
standards, conservation subdivision design
Guidance, action, and management plans, incentives, zoning, land use conversion 
and redevelopment, land trust, conservation easement, managed retreat and 
managed abandonment
Data gathering and mapping, guidance, action, and management plans, incentives, 
zoning, setbacks, subdivision by‐law or regulations, development standards, 
variances, waiver, urban design standards 
Data gathering & mapping,  guidance, action, and management plans, regional plan,  
incentives,  zoning, subdivision by‐law or regulations, land swap, land trust, 
conservation easements
Guidance, action, and management plans, incentives, land use conversion and 
redevelopment, land trust, conservation easement, managed retreat and managed 
abandonment
Data gathering and mapping,  guidance, action, and management plans, incentives, 
development standards,  land swap, land trust, conservation easements, managed 
retreat and managed abandonment

Community engagement, guidance, action, and management plans, zoning, 
setbacks, subdivision by‐law or regulations, development standards, development 
agreements, waiver, urban design standards 

Data gathering and mapping, statutory community plan or secondary 
community plan

Guidance, action, and management plans, zoning, subdivision by‐law or regulations, 
development standards, variances, urban design standards 

Partnerships, conservation easements

Rolling easements

Partnerships, provincial legislation

Conservation easements

Partnerships, land trust

Managed retreat and managed abandonment

Data gathering & mapping, education programs, community engagement, 
guidance, action, or management plans

Abandonment
Foreshore lease

Urban design standards

Partnerships
Community engagement,  statutory community plan or secondary community 
plan or guidance, action, and management plans or subdivision by‐law or 
regulations 

Conservation subdivision design

Partnerships, data gathering & mapping   

Coastal Development Rating System

Partnerships

Site Monitoring 

Data gathering & mapping

Education programs,community engagement, data gathering and mapping, 
guidance, action, and management plans, incentives, transfer of development 
credits, land use conversion and redevelopment
Education programs, community engagement
Education programs,community engagement, data gathering and mapping, 
guidance, action, and management plans, incentives, transfer of development 
credits, land use conversion and redevelopment

Partnerships, statutory community plan, secondary community plan,  regional plan, 
incentives, zoning, setbacks, transfer of development credits, land swap, land use 
conversion and redevelopment, land trust, rolling easements, conservation 
easements, abandonment, site monitoring

Data gathering & mapping

Visioning, data gathering and mapping, zoning, setbacks, development standards

Education programs, visioning, scenario planning, guidance, action, or management 
plans, incentives, wetland policy, zoning, setbacks, subdivision by‐law or regulations

Education programs, community engagement, visioning, data gathering & mapping
Partnerships, education programs, community engagement, scenario planning, 
guidance, action, and management plans

 

 
s
l
o
o
T
g
n

 

i

d

l
i

 

u
B
y
t
i
c
a
p
a
C

 

s
l
o
o
T
k
r
o
w
e
m
a
r
F
g
n
n
n
a

i

 

l

 

P
d
n
a
y
c
i
l

 

o
P

s

m

s
i

 

 

n
a
h
c
e
m
e
g
n
a
h
C
e
s
U
d
n
a
L
 
d
n
a
 
s
n
o
i
t
a

 

l

u
g
e
R

 

s
l
o
o
T
n
g
i
s
e
D
d
n
a
g
n

 

 

i

l

n
n
a
P
e
t
i
S

 

8 

 

 

 

                                                                        
1 Arlington Group Planning + Architecture, EBA, a Tetra Tech Company, and DE Jardine Consulting 

Sustainability Solutions Group"
5088,Adapting to Climate Change in Coastal Communities In Canada White Paper,131.0,20.0,"['Municipalities can Minister', 'Municipalities can Minister area']"," 

Municipalities and rural communities can request that the Minister designate any area within the 
community as a flood risk area"
5089,Adapting to Climate Change in Coastal Communities In Canada White Paper,176.0,26.0,['areas maintain floodways']," A flood risk by‐law can be enacted for these areas to maintain 
floodways, conserve flood‐water storage capabilities, and protect new development from flood 
risks (Section 41"
5097,Adapting to Climate Change in Coastal Communities In Canada White Paper,398.0,51.0,['cost repair damage'],"  

The objectives of the policy include reducing risks to 
public  safety  during  storm  and  flood  events; 
minimizing the contamination of water and wetlands 
from  hazardous  material;  minimizing  salt  water 
intrusion  into  wells;  maintaining  a  coastal  buffer; 
maintaining coastal ecosystems; and minimizing the 
cost  of  repairing  damage  to  public  property  and 
infrastructure"
5123,Adapting to Climate Change in Coastal Communities In Canada White Paper,520.0,75.0,['Act allow law']," 

There  are  several  land  use  planning  tools  available 
under the Community Planning Act that communities 
can use to manage climate change risks:  
  municipal plans and zoning by‐laws; 
 
  a provincial subdivision regulation; however, the 
Act  allows  municipal  councils  and 
rural 
communities to create their own subdivision by‐
law; 

rural plans; 

  development  schemes/secondary  plans  (also 
known as neighbourhood plans) if a community  
has a municipal plan; and 

  a flood risk area by‐law"
5504,Adapting to Climate Change in Coastal Communities In Canada White Paper,339.0,41.0,['Villages spend revenue']," Villages can also spend revenue 

on  preventing  or  decreasing  flooding,  lands  and 
buildings  required  for  any  purpose  of  the  village, 
trails,  bicycle  paths,  recreational  facilities,  public 
grounds,  squares,  halls,  parks,  tourist  information 
centres, community centres, water systems, wharves 
and public landings"
5514,Adapting to Climate Change in Coastal Communities In Canada White Paper,142.0,19.0,"['documents identify areas', 'documents identify areas regions']"," 
Provisions  under  this  section  state  that  planning 
documents must identify flood risk areas and restrict 
development in these regions"
6030,Adapting to Climate Change in Coastal Communities In Canada White Paper,273.0,38.0,['land use policy']," Lawrence 

Coastal erosion and 
flooding 

Population 

145,855 

Community Type 

Province 

Area 

Year 

Funding 

5,685 km2

2013 ‐ Present 

Province of Prince Edward 
Island 

Summary – The province of Prince Edward Island is 
developing a provincial land use policy"
6038,Adapting to Climate Change in Coastal Communities In Canada White Paper,227.0,29.0,['change identify areas'],"1  Prohibit  or  regulate  development  in  areas 
potentially  at  risk  from  flooding,  storm  surges 
and  the  adverse  effects  of  climate  change; 
identify  non‐development  areas, 
required 
setbacks, and buffer zones"
6147,Adapting to Climate Change in Coastal Communities In Canada White Paper,366.0,47.0,['Erosion flood Village']," Lawrence 
Erosion and flooding 
Village 
2,300 (2011 Census) 
2013 
Agriculture and Agri‐
Food Canada: Rural 
Secretariat Program 

Summary  –  The  Ecology  Action  Centre  (EAC)  is  an 
environmental  non‐government  organization  that 
carried  out  an  education  project  to  help  the 

community  of  Chéticamp  recognize  and  build  its 
adaptive capacity"
6360,Adapting to Climate Change in Coastal Communities In Canada White Paper,596.0,79.0,['risk flood Municipality'],"2 

 

56 

 

COMMUNITY ASSET MAPPING EXAMPLE 
(REGIONAL) 
MUNICIPALITY OF THE DISTRICT OF LUNENBURG, 
NOVA SCOTIA

Profile 
Coast 
Region 
Impact Concerns 

Community Type 
Population 
Project Area 

Year 
Funding 

Atlantic 
South Shore 
Assets at risk of coastal 
flooding 
District Municipality 
25,118 (2011 Census) 
Over 600 km of 
coastline 
2012 
Atlantic Climate 
Adaptation Solutions 

Summary  –  Residents  of  the  Municipality  of  the 
District  of  Lunenburg,  Nova  Scotia,  participated  in 
community asset mapping to identify valued assets at 
risk of climate change impacts"
6580,Adapting to Climate Change in Coastal Communities In Canada White Paper,186.0,29.0,"['Hazard include areas', 'Hazard include areashazard include areas']"," 

is  also  an 

can 

Hazard and  Risk  Mapping –  For  flooding,  important 
hazard information includes areas that have flooded 
in  the  past  and  that  may  flood  in  the  future"
6959,Adapting to Climate Change in Coastal Communities In Canada White Paper,210.0,23.0,"['Goals include ways', 'planning change diversity']","  Goals  may  include  ways  to  deal 
with  coastal  planning,  flood  protection,  climate 

stewardship, 
change 
recreational 
economic  diversity,  green  space, 
opportunities,  and  ecosystem  protection"
